batch_id,carbon_pct,manganese_pct,furnace_temp_C,rolling_speed_mps,cooling_rate_Cps,defect
B103185,0.56,0.88,1585.8,29.97,12.05,0
B103186,0.256,0.387,1665.9,27.58,14.23,1
B103187,0.507,1.018,1638.2,28.66,14.19,1
B103188,0.507,0.873,1614.5,17.85,21.57,0
B103189,0.62,1.383,1599.8,17.0,26.6,0
B103190,0.351,0.618,1541.8,19.06,15.96,0
B103191,0.485,0.358,1480.0,20.23,14.06,1
B103192,0.674,1.085,1606.2,28.59,8.26,1
B103193,0.326,1.004,1643.7,27.0,6.34,0
B103194,0.216,0.597,1594.0,23.23,4.36,0
B103195,0.174,0.441,1570.6,11.41,10.22,1
B103196,0.486,1.361,1625.5,9.87,2.45,0
B103197,0.174,1.324,1595.4,21.44,21.47,0
B103198,0.355,0.154,1692.7,25.28,17.54,0
B103199,0.452,0.763,1667.8,19.52,13.49,0
B103200,0.422,1.399,1652.8,31.49,21.66,0
B103201,0.451,0.757,1641.7,13.51,8.57,0
B103202,0.427,0.753,1529.0,12.75,10.08,0
B103203,0.553,0.815,1636.5,16.01,3.4,1
B103204,0.286,0.564,1620.7,15.79,19.65,0
B103205,0.319,0.389,1633.4,23.16,10.14,1
B103206,0.307,1.216,1627.1,17.47,15.09,0
B103207,0.5,0.347,1624.9,10.71,21.02,0
B103208,0.508,0.974,1748.5,25.35,23.23,1
B103209,0.454,1.166,1595.8,9.44,14.83,0
B103210,0.542,0.465,1651.5,13.57,17.31,0
B103211,0.259,0.623,1574.1,10.26,9.58,0
B103212,0.6,1.264,1643.5,21.24,25.1,0
B103213,0.583,1.06,1651.7,21.12,14.0,1
B103214,0.488,0.715,1620.0,31.5,15.48,1
B103215,0.614,1.261,1691.8,25.48,12.56,1
B103216,0.201,1.262,1551.4,28.65,22.2,0
B103217,0.337,0.981,1573.2,21.73,16.2,0
B103218,0.312,0.63,1611.7,14.14,19.57,0
B103219,0.487,0.776,1648.4,20.77,17.12,0
B103220,0.274,0.986,1609.9,23.55,13.68,0
B103221,0.491,0.843,1670.7,24.22,20.58,0
B103222,0.564,1.182,1563.6,17.17,17.07,0
B103223,0.483,0.441,1537.3,22.93,9.23,0
B103224,0.434,0.452,1616.9,14.4,9.06,0
B103225,0.281,0.954,1595.8,13.74,15.89,0
B103226,0.298,0.753,1629.9,13.31,20.44,0
B103227,0.55,0.712,1598.5,20.15,24.84,0
B103228,0.494,0.37,1581.3,12.93,4.34,0
B103229,0.395,0.906,1595.9,17.45,15.15,0
B103230,0.35,0.884,1601.6,25.42,17.94,1
B103231,0.157,1.096,1583.2,13.83,16.77,0
B103232,0.271,0.921,1588.8,16.97,21.06,0
B103233,0.629,0.86,1577.8,20.43,18.93,1
B103234,0.246,1.253,1647.1,21.48,9.09,0
B103235,0.423,0.506,1610.7,17.0,8.91,0
B103236,0.521,1.061,1724.1,24.72,16.87,1
B103237,0.249,0.399,1608.8,23.54,20.94,0
B103238,0.422,0.648,1569.7,26.84,15.86,0
B103239,0.513,0.536,1746.9,19.51,5.53,1
B103240,0.401,1.135,1622.7,16.92,8.72,0
B103241,0.744,0.88,1654.5,15.9,19.15,1
B103242,0.2,0.896,1632.6,21.84,12.91,0
B103243,0.527,0.568,1634.3,17.74,15.71,1
B103244,0.379,0.81,1629.5,16.58,21.39,0
B103245,0.493,0.671,1539.4,17.31,7.79,0
B103246,0.453,1.015,1620.2,15.9,12.51,0
B103247,0.312,0.603,1527.1,21.19,11.86,0
B103248,0.427,1.299,1590.4,11.52,17.13,0
B103249,0.177,0.397,1560.1,21.82,19.64,0
B103250,0.472,0.658,1619.7,24.06,6.12,0
B103251,0.436,1.403,1618.4,16.51,14.97,0
B103252,0.477,0.769,1626.5,31.53,20.22,1
B103253,0.527,0.506,1615.8,20.11,3.87,0
B103254,0.444,0.966,1566.6,10.63,14.61,0
B103255,0.418,0.757,1585.6,18.31,7.71,0
B103256,0.294,0.649,1650.6,20.38,11.15,0
B103257,0.315,0.571,1658.7,22.69,2.0,0
B103258,0.542,1.731,1536.9,18.46,23.36,0
B103259,0.572,0.825,1515.8,13.93,12.87,0
B103260,0.371,0.322,1560.0,13.43,10.16,0
B103261,0.406,1.348,1657.5,16.08,16.97,0
B103262,0.291,1.083,1666.8,16.65,8.75,0
B103263,0.541,0.67,1549.1,13.19,8.18,0
B103264,0.48,0.62,1616.9,15.6,24.06,0
B103265,0.633,1.102,1700.9,23.96,25.85,1
B103266,0.295,0.826,1622.8,29.89,11.45,0
B103267,0.355,0.322,1678.2,24.53,21.4,1
B103268,0.428,1.436,1654.9,27.84,17.14,0
B103269,0.478,0.77,1549.9,25.84,6.52,0
B103270,0.374,1.349,1589.6,25.0,9.43,0
B103271,0.295,1.284,1601.9,17.97,24.31,1
B103272,0.506,0.6,1605.7,20.85,6.44,1
B103273,0.487,1.21,1650.4,17.48,28.69,0
B103274,0.29,0.705,1622.5,18.69,11.57,0
B103275,0.563,0.34,1450.0,20.41,24.48,1
B103276,0.54,0.773,1527.8,24.28,13.17,1
B103277,0.416,1.019,1479.7,22.54,19.8,1
B103278,0.41,0.761,1609.6,19.03,23.37,0
B103279,0.466,0.808,1613.2,20.33,23.34,0
B103280,0.297,1.243,1615.6,22.6,11.49,0
B103281,0.404,0.932,1547.3,24.0,9.86,0
B103282,0.142,0.647,1637.1,10.89,14.51,0
B103283,0.505,1.111,1639.4,13.54,7.2,0
B103284,0.213,0.959,1531.0,26.64,16.44,0
B103285,0.58,0.144,1519.4,19.63,10.08,1
B103286,0.36,1.029,1600.0,17.46,21.5,1
B103287,0.375,1.018,1698.5,18.42,11.58,0
B103288,0.325,0.906,1693.5,18.42,4.55,1
B103289,0.365,1.168,1631.0,23.35,23.41,0
B103290,0.57,0.698,1559.9,13.35,16.1,0
B103291,0.101,1.001,1648.8,20.15,15.17,0
B103292,0.553,0.43,1575.1,21.48,21.57,0
B103293,0.441,1.022,1557.8,22.38,20.23,1
B103294,0.255,1.486,1482.1,21.34,10.43,0
B103295,0.271,0.602,1605.6,23.1,12.3,1
B103296,0.601,0.672,1565.4,16.56,8.32,0
B103297,0.287,0.687,1605.3,14.35,6.21,0
B103298,0.262,0.939,1473.5,34.74,18.47,1
B103299,0.536,0.581,1609.3,18.19,17.35,0
B103300,0.441,1.026,1466.3,18.89,19.56,0
B103301,0.287,1.154,1659.8,24.07,22.69,0
B103302,0.426,1.06,1628.7,29.58,19.65,0
B103303,0.277,0.369,1584.7,16.73,20.18,0
B103304,0.532,1.199,1630.9,14.01,2.53,0
B103305,0.527,1.181,1546.2,12.55,13.16,0
B103306,0.464,1.149,1604.0,29.56,20.79,0
B103307,0.443,1.012,1643.7,13.77,7.99,1
B103308,0.611,0.966,1450.0,19.83,15.55,1
B103309,0.4,1.21,1575.4,14.14,18.12,0
B103310,0.258,1.477,1598.8,11.31,17.66,0
B103311,0.454,0.614,1589.2,18.25,17.21,0
B103312,0.65,1.223,1680.1,14.37,18.59,1
B103313,0.278,0.874,1538.2,15.85,16.08,0
B103314,0.357,0.861,1565.8,32.04,6.22,0
B103315,0.45,0.439,1494.6,22.55,18.04,1
B103316,0.394,0.815,1683.1,25.59,16.71,0
B103317,0.282,0.601,1586.5,24.95,6.3,0
B103318,0.535,0.761,1575.9,19.39,23.28,0
B103319,0.678,0.571,1597.1,17.36,18.2,1
B103320,0.424,0.765,1635.0,21.49,6.72,1
B103321,0.292,0.778,1619.1,21.01,10.1,1
B103322,0.214,0.929,1745.6,16.59,11.62,1
B103323,0.431,0.416,1625.0,20.78,11.61,1
B103324,0.532,0.466,1574.4,15.76,16.76,0
B103325,0.457,1.009,1569.1,18.97,9.14,0
B103326,0.4,0.661,1578.4,17.99,21.77,0
B103327,0.329,1.222,1517.4,12.39,21.27,0
B103328,0.269,0.968,1602.2,5.89,18.72,0
B103329,0.5,1.082,1643.1,14.37,15.27,0
B103330,0.51,1.323,1566.3,30.82,20.62,1
B103331,0.215,0.807,1555.6,18.14,13.34,1
B103332,0.591,0.728,1683.4,24.66,10.65,1
B103333,0.469,1.162,1521.5,7.25,22.14,0
B103334,0.568,1.053,1486.3,13.95,16.91,0
B103335,0.239,0.844,1536.6,11.87,10.9,0
B103336,0.236,1.317,1515.3,18.79,12.49,1
B103337,0.382,0.836,1621.2,34.53,10.58,0
B103338,0.46,0.91,1580.2,22.76,27.13,0
B103339,0.616,0.906,1587.9,30.17,15.02,0
B103340,0.485,0.62,1663.4,18.47,15.95,0
B103341,0.371,0.923,1562.0,28.19,19.33,1
B103342,0.277,1.319,1642.6,32.44,7.71,0
B103343,0.548,1.033,1683.1,19.34,21.58,1
B103344,0.284,0.909,1574.9,16.76,11.35,0
B103345,0.595,0.851,1640.5,12.09,25.98,0
B103346,0.366,0.999,1586.7,18.15,13.12,0
B103347,0.591,1.125,1650.8,20.49,21.23,0
B103348,0.481,1.083,1513.6,32.19,2.0,1
B103349,0.384,0.8,1509.5,12.23,7.95,0
B103350,0.338,0.997,1578.5,20.36,13.24,0
B103351,0.359,1.044,1551.1,9.11,2.82,0
B103352,0.451,0.598,1571.6,17.44,18.61,0
B103353,0.409,0.95,1587.9,21.87,16.88,0
B103354,0.329,0.252,1639.6,23.08,9.06,0
B103355,0.38,1.045,1577.6,23.53,14.9,0
B103356,0.409,1.098,1554.7,22.38,19.84,0
B103357,0.145,1.124,1580.7,23.48,2.38,0
B103358,0.455,0.781,1557.7,20.27,7.36,0
B103359,0.282,0.993,1548.6,13.71,12.99,0
B103360,0.262,1.327,1511.3,8.89,15.14,0
B103361,0.198,1.324,1603.8,16.72,14.65,1
B103362,0.185,0.891,1568.7,19.19,20.34,0
B103363,0.237,0.942,1653.1,27.52,17.86,0
B103364,0.315,1.233,1520.4,19.4,19.18,0
B103365,0.634,0.45,1570.2,18.82,6.66,0
B103366,0.337,0.803,1699.7,22.31,15.87,1
B103367,0.421,1.301,1548.3,18.38,13.16,0
B103368,0.448,1.193,1587.0,24.86,23.77,0
B103369,0.416,1.011,1533.1,31.88,16.05,0
B103370,0.391,0.448,1525.8,33.14,10.99,1
B103371,0.257,0.885,1685.1,20.58,20.12,1
B103372,0.574,0.723,1609.4,22.02,18.38,0
B103373,0.617,0.999,1607.4,29.47,10.07,0
B103374,0.198,0.657,1506.7,19.1,12.91,0
B103375,0.277,0.592,1619.7,24.08,13.01,0
B103376,0.366,0.281,1663.7,13.19,22.36,0
B103377,0.284,1.267,1663.2,18.13,16.22,0
B103378,0.461,0.78,1636.8,26.94,19.36,0
B103379,0.313,0.947,1537.9,15.69,12.04,0
B103380,0.66,0.899,1617.2,19.23,17.01,1
B103381,0.543,0.58,1636.7,10.55,22.82,0
B103382,0.426,0.522,1501.3,32.03,12.83,1
B103383,0.523,0.598,1538.3,27.58,15.69,0
B103384,0.533,0.683,1648.8,21.13,6.82,0
B103385,0.332,1.01,1648.2,23.05,10.41,0
B103386,0.302,0.661,1514.8,22.38,12.99,1
B103387,0.409,1.424,1643.7,28.31,8.63,0
B103388,0.503,1.208,1605.2,16.89,22.93,0
B103389,0.417,1.143,1643.0,24.39,9.97,0
B103390,0.211,0.864,1565.1,26.46,19.72,0
B103391,0.304,1.354,1635.5,27.29,16.12,0
B103392,0.391,0.835,1646.4,6.44,15.19,0
B103393,0.391,0.891,1580.7,16.4,23.92,0
B103394,0.637,0.951,1601.0,13.88,2.0,0
B103395,0.234,1.111,1564.3,20.9,13.82,0
B103396,0.461,1.091,1690.8,7.9,8.52,0
B103397,0.579,0.757,1593.4,7.73,3.23,0
B103398,0.673,0.74,1549.3,33.02,7.83,1
B103399,0.351,1.092,1560.6,23.71,15.1,0
B103400,0.459,1.115,1607.0,20.73,10.65,0
B103401,0.468,0.782,1641.4,22.18,20.38,0
B103402,0.423,0.424,1526.5,20.88,13.72,0
B103403,0.388,0.838,1701.6,25.98,13.05,1
B103404,0.452,1.087,1617.0,16.21,13.08,0
B103405,0.096,1.442,1625.7,21.12,14.41,0
B103406,0.482,0.541,1594.7,21.36,12.49,1
B103407,0.415,0.772,1601.1,13.72,9.89,0
B103408,0.373,0.783,1591.8,27.66,20.94,0
B103409,0.646,1.307,1656.0,17.33,11.26,0
B103410,0.319,0.89,1599.6,26.1,12.7,1
B103411,0.352,0.628,1642.2,20.69,17.58,0
B103412,0.639,1.068,1576.1,29.8,16.91,0
B103413,0.3,0.779,1610.8,13.75,9.64,0
B103414,0.334,0.533,1555.8,13.49,19.53,1
B103415,0.382,0.632,1666.9,14.57,18.23,0
B103416,0.501,1.42,1554.1,20.8,16.07,1
B103417,0.425,1.015,1582.1,29.25,12.41,0
B103418,0.245,0.932,1582.7,29.56,12.56,1
B103419,0.336,0.825,1580.5,6.14,13.79,0
B103420,0.327,0.988,1639.7,21.5,7.61,0
B103421,0.391,0.984,1582.6,5.0,14.76,0
B103422,0.451,0.988,1676.7,24.77,20.35,0
B103423,0.45,0.934,1555.0,26.71,20.26,0
B103424,0.187,1.161,1609.3,19.76,12.71,0
B103425,0.528,0.907,1557.3,20.5,21.38,0
B103426,0.43,0.607,1623.2,20.44,26.44,0
B103427,0.566,0.716,1599.1,15.29,13.1,0
B103428,0.453,0.306,1591.5,22.59,19.15,0
B103429,0.532,1.508,1665.4,18.61,2.0,0
B103430,0.456,1.159,1564.0,25.58,7.45,0
B103431,0.562,0.651,1632.3,19.32,15.55,0
B103432,0.463,0.815,1557.7,14.83,8.96,1
B103433,0.388,0.709,1606.2,10.78,27.24,1
B103434,0.673,1.363,1534.2,8.82,18.59,1
B103435,0.507,0.474,1563.6,27.88,20.79,1
B103436,0.469,0.934,1595.5,17.25,14.83,0
B103437,0.247,0.867,1699.8,22.03,8.98,0
B103438,0.245,1.148,1605.5,30.7,11.89,0
B103439,0.435,0.869,1691.0,16.62,16.53,0
B103440,0.417,0.373,1612.1,16.24,11.17,0
B103441,0.326,0.825,1578.7,19.21,19.03,0
B103442,0.417,0.608,1684.7,20.18,19.27,1
B103443,0.591,0.924,1624.0,31.33,15.03,0
B103444,0.483,1.33,1564.7,29.39,4.05,0
B103445,0.263,0.378,1625.9,23.73,25.29,0
B103446,0.387,0.66,1583.9,28.7,13.72,1
B103447,0.303,0.734,1490.6,18.93,31.26,1
B103448,0.353,0.786,1651.5,21.79,18.92,0
B103449,0.35,1.122,1660.2,18.19,13.74,0
B103450,0.343,0.848,1701.1,12.26,17.69,0
B103451,0.249,1.025,1623.2,27.22,2.88,0
B103452,0.385,0.712,1586.3,23.19,21.16,0
B103453,0.333,0.969,1645.9,20.11,30.4,0
B103454,0.05,1.133,1646.7,19.99,2.46,1
B103455,0.646,0.68,1690.1,10.96,13.28,0
B103456,0.531,1.134,1597.5,14.14,14.37,0
B103457,0.355,0.916,1590.9,22.02,20.25,0
B103458,0.402,1.214,1560.6,16.83,27.64,0
B103459,0.259,0.84,1629.6,18.69,17.3,0
B103460,0.603,1.014,1514.8,19.37,27.85,0
B103461,0.628,0.888,1642.7,15.91,16.02,1
B103462,0.419,0.871,1632.3,14.19,17.71,0
B103463,0.523,0.978,1632.2,10.33,16.97,0
B103464,0.421,1.061,1607.6,19.12,22.32,0
B103465,0.24,0.525,1684.3,23.71,12.47,0
B103466,0.351,1.33,1648.0,10.14,19.91,0
B103467,0.416,0.342,1566.6,19.86,7.62,0
B103468,0.345,0.695,1567.6,21.69,13.29,0
B103469,0.374,0.872,1551.6,14.06,11.18,0
B103470,0.389,1.024,1630.3,28.53,15.53,0
B103471,0.39,1.373,1545.0,17.69,13.1,1
B103472,0.406,0.343,1659.6,19.39,21.79,1
B103473,0.273,0.748,1672.8,19.03,9.73,0
B103474,0.314,0.262,1551.7,9.38,4.61,0
B103475,0.246,0.909,1589.8,26.05,6.86,0
B103476,0.517,0.982,1600.9,14.27,20.97,0
B103477,0.147,1.377,1648.6,18.58,9.18,1
B103478,0.538,0.936,1688.5,23.59,17.39,0
B103479,0.566,1.213,1507.3,28.77,13.23,1
B103480,0.364,1.075,1582.5,13.52,19.95,0
B103481,0.088,0.769,1585.4,17.32,13.62,1
B103482,0.357,0.477,1523.0,28.29,31.59,1
B103483,0.392,0.983,1573.3,22.78,26.39,0
B103484,0.279,0.452,1623.5,24.03,13.11,0
B103485,0.338,1.289,1584.7,13.69,12.29,0
B103486,0.584,0.851,1515.0,17.72,33.79,1
B103487,0.48,1.259,1750.0,18.99,8.53,1
B103488,0.289,0.756,1614.6,14.85,14.67,0
B103489,0.208,0.981,1606.1,9.95,15.13,1
B103490,0.361,0.963,1539.6,16.94,14.99,0
B103491,0.374,0.886,1614.3,28.13,4.57,0
B103492,0.46,0.77,1591.0,20.36,17.98,0
B103493,0.336,1.018,1496.1,28.25,9.18,1
B103494,0.461,0.622,1541.1,21.07,23.62,0
B103495,0.632,0.537,1643.7,15.41,6.26,1
B103496,0.498,1.273,1706.9,27.67,15.36,0
B103497,0.394,1.118,1620.2,21.27,2.0,0
B103498,0.378,0.92,1660.7,25.77,2.07,0
B103499,0.357,1.4,1591.4,13.59,9.96,0
B103500,0.542,0.82,1595.2,26.23,10.81,1
B103501,0.325,1.297,1660.0,26.41,23.79,0
B103502,0.405,0.953,1691.5,21.74,14.76,0
B103503,0.406,0.593,1671.6,15.16,22.75,0
B103504,0.34,1.454,1541.4,19.72,12.72,0
B103505,0.235,1.197,1596.3,23.67,18.64,1
B103506,0.439,0.864,1615.3,21.41,10.65,0
B103507,0.393,1.118,1585.7,23.61,10.24,0
B103508,0.46,0.779,1621.3,26.07,4.07,0
B103509,0.336,1.149,1645.1,16.11,17.01,1
B103510,0.546,0.183,1655.2,13.07,16.57,1
B103511,0.295,0.594,1692.7,19.77,19.66,0
B103512,0.605,1.194,1581.9,18.02,16.29,1
B103513,0.19,0.825,1525.0,24.72,27.16,0
B103514,0.452,0.962,1619.7,13.55,16.06,0
B103515,0.457,0.496,1703.6,26.12,20.95,1
B103516,0.305,1.454,1573.8,28.12,13.06,0
B103517,0.451,1.257,1637.8,20.0,9.55,1
B103518,0.554,0.84,1638.3,20.36,19.31,0
B103519,0.134,0.779,1610.5,15.39,14.47,0
B103520,0.46,1.209,1600.4,16.74,19.99,0
B103521,0.101,1.495,1549.2,17.55,17.12,0
B103522,0.284,1.186,1474.5,28.66,10.24,1
B103523,0.595,1.552,1538.8,19.57,21.45,0
B103524,0.33,0.623,1578.5,12.07,9.77,0
B103525,0.259,0.654,1660.4,21.53,18.75,1
B103526,0.376,0.543,1594.3,24.96,22.69,0
B103527,0.648,1.033,1571.5,19.85,12.69,0
B103528,0.18,0.953,1551.0,28.82,21.94,1
B103529,0.274,0.854,1636.1,24.67,17.39,0
B103530,0.58,1.143,1674.7,13.71,20.11,1
B103531,0.623,1.27,1658.5,16.69,9.98,0
B103532,0.388,0.442,1633.3,21.36,16.29,0
B103533,0.251,0.721,1518.8,10.0,6.55,1
B103534,0.652,1.146,1580.7,22.02,25.27,1
B103535,0.591,0.76,1707.1,9.43,2.92,0
B103536,0.481,0.661,1661.7,26.14,12.87,0
B103537,0.303,1.206,1515.4,25.44,9.41,1
B103538,0.394,0.513,1596.9,23.03,19.05,0
B103539,0.381,0.81,1620.0,15.94,26.54,0
B103540,0.44,0.999,1558.1,21.02,18.93,0
B103541,0.574,0.728,1473.0,16.92,32.77,1
B103542,0.506,1.135,1605.4,13.82,6.73,0
B103543,0.271,0.729,1556.7,17.97,7.19,0
B103544,0.565,1.323,1556.9,24.19,9.64,1
B103545,0.438,0.862,1580.5,20.26,15.73,0
B103546,0.482,1.101,1592.6,28.7,8.84,0
B103547,0.576,1.124,1599.5,24.59,10.49,0
B103548,0.267,0.712,1551.4,23.95,18.72,0
B103549,0.396,0.284,1587.9,10.35,7.56,0
B103550,0.336,1.008,1503.3,18.29,8.2,1
B103551,0.212,0.922,1617.1,13.61,12.61,0
B103552,0.442,1.067,1450.0,18.9,13.17,1
B103553,0.701,0.832,1584.1,15.84,21.06,1
B103554,0.179,0.771,1650.6,17.73,9.6,0
B103555,0.396,1.503,1541.7,26.37,10.68,0
B103556,0.477,0.458,1639.4,22.85,18.49,0
B103557,0.415,1.12,1663.6,26.04,19.81,0
B103558,0.386,0.728,1450.0,10.4,23.57,1
B103559,0.244,0.799,1591.7,20.35,17.81,0
B103560,0.428,0.805,1450.0,25.8,15.78,1
B103561,0.309,0.659,1593.5,29.04,18.45,1
B103562,0.137,1.071,1599.6,10.71,13.4,1
B103563,0.543,1.317,1463.5,17.89,13.35,0
B103564,0.515,1.041,1705.9,26.21,4.36,1
B103565,0.406,0.931,1615.7,18.85,20.36,0
B103566,0.427,0.604,1553.3,14.54,16.27,0
B103567,0.529,1.055,1680.6,10.7,19.66,0
B103568,0.427,1.547,1501.2,14.31,2.0,0
B103569,0.508,0.786,1532.4,9.87,14.72,0
B103570,0.364,0.787,1473.5,20.35,9.86,1
B103571,0.557,0.732,1699.1,25.38,24.01,0
B103572,0.438,0.753,1618.3,12.43,18.69,0
B103573,0.423,0.1,1636.3,21.55,16.41,0
B103574,0.248,1.022,1616.6,25.07,12.41,1
B103575,0.434,0.646,1631.6,19.98,17.38,0
B103576,0.3,0.417,1604.3,10.34,9.43,1
B103577,0.323,1.126,1614.9,22.32,14.4,0
B103578,0.302,0.575,1605.9,19.67,11.53,0
B103579,0.272,0.798,1566.5,19.06,28.6,0
B103580,0.655,1.34,1597.4,16.72,23.82,0
B103581,0.56,0.477,1615.0,20.52,21.38,0
B103582,0.63,0.44,1606.1,23.06,6.06,0
B103583,0.253,0.981,1518.7,34.34,20.18,0
B103584,0.409,1.245,1526.0,20.67,16.13,0
B103585,0.245,0.428,1659.6,29.07,22.34,0
B103586,0.317,1.022,1583.1,22.15,16.93,0
B103587,0.29,1.074,1632.2,19.4,14.96,0
B103588,0.549,0.282,1539.9,20.89,16.4,0
B103589,0.352,1.14,1519.0,12.67,4.17,0
B103590,0.528,1.163,1553.6,21.84,10.4,0
B103591,0.472,0.806,1587.8,8.05,17.24,0
B103592,0.676,1.276,1563.4,14.82,21.84,1
B103593,0.222,1.241,1671.2,20.66,11.7,0
B103594,0.551,0.931,1609.9,27.16,14.76,0
B103595,0.538,0.765,1701.7,28.58,5.39,1
B103596,0.283,0.608,1622.2,18.58,23.76,0
B103597,0.521,0.889,1467.3,20.93,21.68,1
B103598,0.44,1.071,1658.1,25.91,18.91,0
B103599,0.373,0.803,1517.0,12.02,17.44,0
B103600,0.301,0.241,1612.7,22.43,24.32,0
B103601,0.314,1.281,1557.4,15.03,10.17,0
B103602,0.646,0.957,1717.8,18.97,9.52,1
B103603,0.4,0.786,1679.2,17.25,21.37,0
B103604,0.494,1.157,1559.2,22.61,20.97,0
B103605,0.305,1.357,1593.0,23.3,7.84,0
B103606,0.306,0.1,1613.5,25.35,11.81,1
B103607,0.53,1.03,1647.5,22.09,25.13,0
B103608,0.238,0.472,1601.6,21.03,17.47,0
B103609,0.35,1.05,1543.6,31.12,19.72,0
B103610,0.404,0.938,1560.5,10.85,8.05,0
B103611,0.413,1.091,1599.8,30.17,18.94,0
B103612,0.379,0.75,1667.9,18.26,6.48,0
B103613,0.447,0.338,1623.5,23.43,3.12,0
B103614,0.483,0.765,1557.5,18.05,19.36,1
B103615,0.488,1.022,1635.7,15.78,23.61,0
B103616,0.282,1.205,1578.7,22.91,13.48,0
B103617,0.366,0.548,1649.0,26.25,11.72,0
B103618,0.543,1.208,1739.0,22.84,25.27,1
B103619,0.507,0.706,1580.3,16.75,13.83,0
B103620,0.235,1.009,1644.1,40.0,14.61,0
B103621,0.442,0.747,1559.0,27.19,25.16,0
B103622,0.163,0.955,1593.8,25.6,12.88,0
B103623,0.406,1.168,1601.6,17.88,11.08,0
B103624,0.628,0.532,1589.3,16.25,19.89,1
B103625,0.286,0.696,1735.5,18.32,10.73,1
B103626,0.3,0.955,1583.1,26.49,14.13,0
B103627,0.492,1.62,1632.3,14.06,7.09,0
B103628,0.215,0.641,1493.8,13.59,16.11,0
B103629,0.324,1.512,1623.8,23.24,15.41,0
B103630,0.472,1.501,1662.8,21.92,20.81,0
B103631,0.324,0.871,1571.0,15.38,20.14,0
B103632,0.372,0.811,1461.9,13.45,18.31,1
B103633,0.489,0.692,1597.9,28.63,17.37,0
B103634,0.451,0.88,1600.9,22.14,14.56,0
B103635,0.432,0.478,1639.8,11.82,18.66,0
B103636,0.359,0.877,1710.6,12.24,8.33,1
B103637,0.444,1.349,1579.1,17.83,2.0,0
B103638,0.385,0.717,1552.9,24.4,21.97,1
B103639,0.455,0.828,1535.8,23.57,19.04,0
B103640,0.34,0.39,1610.9,26.79,14.24,0
B103641,0.378,1.012,1626.4,11.06,21.45,1
B103642,0.281,0.979,1570.0,21.34,10.61,0
B103643,0.396,0.919,1642.8,28.56,10.77,0
B103644,0.303,0.835,1625.6,28.0,9.94,0
B103645,0.266,0.812,1602.4,22.15,18.41,0
B103646,0.431,1.051,1550.4,34.09,5.5,0
B103647,0.426,0.891,1573.5,23.66,10.4,0
B103648,0.494,0.994,1466.4,26.26,16.74,0
B103649,0.348,0.964,1613.0,20.27,7.78,0
B103650,0.449,1.237,1601.4,15.31,11.04,0
B103651,0.466,1.103,1610.4,14.75,2.0,0
B103652,0.453,0.958,1627.7,21.09,18.63,0
B103653,0.301,1.356,1621.2,18.73,10.87,0
B103654,0.418,1.026,1593.9,9.39,8.4,1
B103655,0.444,1.291,1602.7,13.85,7.23,0
B103656,0.401,1.082,1522.8,18.09,12.49,0
B103657,0.15,0.347,1567.9,24.36,5.52,1
B103658,0.419,1.291,1602.8,19.9,26.65,0
B103659,0.666,0.941,1559.5,19.57,2.0,0
B103660,0.357,0.884,1647.3,14.08,12.3,0
B103661,0.313,0.984,1563.8,20.14,15.64,0
B103662,0.445,0.797,1611.9,27.91,10.35,0
B103663,0.437,0.968,1606.4,20.93,16.27,0
B103664,0.543,0.722,1641.0,10.96,10.2,0
B103665,0.249,1.282,1649.5,12.49,24.18,0
B103666,0.488,0.866,1638.2,23.53,8.29,1
B103667,0.471,0.785,1484.2,18.65,2.0,0
B103668,0.383,0.623,1665.7,19.55,7.21,0
B103669,0.441,0.981,1684.0,16.32,17.32,0
B103670,0.524,0.956,1573.5,23.02,14.29,0
B103671,0.505,1.017,1613.0,18.19,19.51,0
B103672,0.263,0.592,1551.0,18.88,18.01,1
B103673,0.498,0.42,1492.8,14.89,11.18,0
B103674,0.392,1.088,1559.4,25.53,12.07,0
B103675,0.409,1.345,1570.3,18.67,12.69,0
B103676,0.409,0.592,1580.5,23.65,26.31,0
B103677,0.382,1.377,1547.3,12.84,19.14,0
B103678,0.543,0.985,1559.7,30.4,26.35,0
B103679,0.39,0.898,1599.4,27.66,20.04,0
B103680,0.266,0.781,1557.6,8.54,14.62,0
B103681,0.353,0.485,1629.9,15.19,8.88,0
B103682,0.421,1.196,1637.5,22.87,16.21,0
B103683,0.548,0.667,1730.9,12.08,14.63,1
B103684,0.472,0.666,1661.9,19.21,14.44,0
B103685,0.298,1.198,1613.4,22.56,13.75,1
B103686,0.698,0.335,1565.9,18.89,2.69,1
B103687,0.432,0.443,1616.2,23.23,22.57,0
B103688,0.553,0.895,1618.0,15.84,14.7,0
B103689,0.382,0.988,1571.8,6.53,6.51,0
B103690,0.464,1.045,1643.1,25.89,17.89,0
B103691,0.501,0.809,1523.1,25.85,9.86,0
B103692,0.546,1.659,1586.6,35.02,18.37,0
B103693,0.527,0.832,1630.6,6.76,20.29,0
B103694,0.505,0.831,1584.2,24.5,21.12,0
B103695,0.362,0.661,1588.6,8.19,14.03,0
B103696,0.331,0.937,1592.4,30.54,12.52,0
B103697,0.44,1.084,1554.0,22.93,11.25,0
B103698,0.512,1.261,1664.6,14.29,10.66,0
B103699,0.373,0.453,1544.0,24.68,14.9,1
B103700,0.528,0.826,1617.5,16.68,13.74,0
